Site code,HYMO  type,"Highly rheophilic, intolerant species","Rheophilic benthic species, preferring sandy-gravel bottom substrate","Rheophilic water column species, preferring sandy-gravel bottom substrate",Limnophilic benthic species of moderate tolerance,Limnophilic water column species of moderate tolerance,"Intolerant, rheophilic benthic species, preferring detritus or pelal bottom substrate","Intolerant, water column species",Limnophilic lithophilic species of moderate tolerance,Limnophilic phytophilic species of moderate tolerance,Benthic species  of moderate tolerance,Generalists - tolerant species
AT_119,1,1,0,0,0,0,0,0,0,0,0,0
AT_1234,2,0.897142857,0,0.102857143,0,0,0,0,0,0,0,0
AT_244,2,0.985507246,0,0.014492754,0,0,0,0,0,0,0,0
AT_263,3,0.576576577,0,0.423423423,0,0,0,0,0,0,0,0
AT_2927,1,0.433333333,0,0.566666667,0,0,0,0,0,0,0,0
AT_2928,1,0.792857143,0,0.207142857,0,0,0,0,0,0,0,0
AT_3200,1,0.540983607,0,0.459016393,0,0,0,0,0,0,0,0
AT_3947,1,0.851851852,0,0.148148148,0,0,0,0,0,0,0,0
AT_43,1,0.992,0,0.008,0,0,0,0,0,0,0,0
AT_4599,3,0.332568807,0.422018349,0.075688073,0,0,0,0,0,0.009174312,0,0.160550459
AT_4678,1,0.96,0,0.04,0,0,0,0,0,0,0,0
AT_4885,1,0.559139785,0,0.311827957,0,0,0,0.010752688,0,0,0,0.11827957
AT_5202,3,0.828092243,0.033542977,0.136268344,0,0,0,0,0,0,0,0.002096436
AT_5342,2,1,0,0,0,0,0,0,0,0,0,0
AT_56,2,1,0,0,0,0,0,0,0,0,0,0
AT_5616,3,0.438655462,0.282352941,0.272268908,0,0,0,0,0,0.001680672,0,0.005042017
AT_5759,4,0.33744856,0.41563786,0.24691358,0,0,0,0,0,0,0,0
AT_5781,3,0.962025316,0,0.037974684,0,0,0,0,0,0,0,0
AT_5783,2,1,0,0,0,0,0,0,0,0,0,0
AT_595,1,0.798319328,0,0.201680672,0,0,0,0,0,0,0,0
AT_676,2,0.978723404,0,0.021276596,0,0,0,0,0,0,0,0
AT_728,1,0.634146341,0,0.365853659,0,0,0,0,0,0,0,0
AT_827,2,0.982300885,0,0.017699115,0,0,0,0,0,0,0,0
AT_872,3,0.8671875,0,0.1328125,0,0,0,0,0,0,0,0
AT_879,2,1,0,0,0,0,0,0,0,0,0,0
AT_886,1,1,0,0,0,0,0,0,0,0,0,0
AT_891,2,1,0,0,0,0,0,0,0,0,0,0
CZAOPK_2004,3,1,0,0,0,0,0,0,0,0,0,0
CZAOPK_2026,3,0.157480315,0.25984252,0.57480315,0,0,0,0,0,0,0,0.007874016
CZAOPK_2028,3,0.8,0.035978836,0.164021164,0,0,0,0,0,0,0,0
CZAOPK_2031,3,0.695560254,0.097251586,0.207188161,0,0,0,0,0,0,0,0
CZAOPK_2034,3,0.444444444,0.111111111,0.444444444,0,0,0,0,0,0,0,0
CZAOPK_2039,1,0,0.093896714,0.906103286,0,0,0,0,0,0,0,0
CZREF_034,3,0,0.143835616,0.657534247,0,0,0,0,0,0,0,0.198630137
CZREF_052,1,1,0,0,0,0,0,0,0,0,0,0
CZREF_073,1,1,0,0,0,0,0,0,0,0,0,0
CZREF_086,3,0.035897436,0.266666667,0.697435897,0,0,0,0,0,0,0,0
CZREF_091,3,0.018666667,0.546666667,0.290666667,0,0,0,0,0,0.12,0,0.024
CZREF_120,1,1,0,0,0,0,0,0,0,0,0,0
CZREF_127,1,0.118870728,0.313521545,0.564635958,0,0,0,0,0,0,0,0.002971768
CZREF_165,3,1,0,0,0,0,0,0,0,0,0,0
EE_10131_3,5,0.2,0.3,0.3,0.025,0,0,0,0,0,0.05,0.125
EE_10365_2,5,0.001597444,0.022364217,0.974440895,0,0,0,0,0,0,0,0.001597444
EE_10374_1,5,0.122857143,0,0.865714286,0,0,0,0,0,0,0,0.011428571
EE_10526_1,5,0.102918587,0.164362519,0.717357911,0,0,0,0,0,0.003072197,0,0.012288786
EE_10526_2,5,0.005464481,0.027322404,0.366120219,0,0,0,0,0,0.038251366,0.005464481,0.557377049
EE_10599_1,5,0.041436464,0.205801105,0.740331492,0,0,0,0,0,0.005524862,0,0.006906077
EE_11196_1,6,0.398601399,0.146853147,0.020979021,0,0,0,0,0,0.083916084,0,0.34965035
EE_11409_1,5,0.004,0.026666667,0.966666667,0,0,0,0,0,0.001333333,0.001333333,0
EE_11459_2,6,0.045454545,0.209090909,0.618181818,0,0,0.127272727,0,0,0,0,0
EE_11468_2,6,0.408888889,0.333333333,0.217777778,0,0,0.026666667,0,0,0.013333333,0,0
EE_11581_1,5,0.3828125,0.1171875,0.453125,0,0,0.0390625,0,0,0,0.0078125,0
ES_06_0001,7,1,0,0,0,0,0,0,0,0,0,0
ES_06_0009,7,1,0,0,0,0,0,0,0,0,0,0
ES_06_0015,7,0.125,0,0,0,0,0,0,0,0,0,0.875
ES_07_0017,8,0.807692308,0,0,0,0,0,0,0,0,0,0.192307692
ES_08_0001,2,1,0,0,0,0,0,0,0,0,0,0
ES_08_0002,2,1,0,0,0,0,0,0,0,0,0,0
ES_08_0008,2,1,0,0,0,0,0,0,0,0,0,0
ES_08_0014,2,1,0,0,0,0,0,0,0,0,0,0
ES_20_0021,2,0.701298701,0,0.285714286,0,0,0,0,0,0,0,0.012987013
ES_22_0002,9,1,0,0,0,0,0,0,0,0,0,0
ES_23_0018,7,0.084507042,0.042253521,0,0,0,0,0,0.845070423,0,0,0.028169014
ES_31_0002,7,1,0,0,0,0,0,0,0,0,0,0
ES_32_0008,7,0.007326007,0.172771673,0,0,0,0,0,0.787545788,0,0,0.032356532
ES_32_0014,7,0.988826816,0.005586592,0,0,0,0,0,0.005586592,0,0,0
ES_34_0012,7,1,0,0,0,0,0,0,0,0,0,0
ES_34_0020,7,1,0,0,0,0,0,0,0,0,0,0
ES_34_0026,7,1,0,0,0,0,0,0,0,0,0,0
ES_35_0039,9,0.986486486,0,0,0,0,0,0,0,0,0,0.013513514
ES_35_0057,9,0.972222222,0,0,0,0,0,0,0,0,0,0.027777778
ES_35_0139,9,0.913580247,0,0,0,0,0,0,0,0,0,0.086419753
ES_35_0146,9,0.916666667,0,0,0,0,0,0,0,0,0,0.083333333
ES_35_0152,9,0.84375,0,0,0,0,0,0,0,0,0,0.15625
ES_35_0156,9,0.96875,0,0,0,0,0,0,0,0,0,0.03125
ES_35_0167,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0200,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0209,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0216,9,0.786885246,0,0,0,0,0,0,0,0,0,0.213114754
ES_35_0221,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0251,9,0.428571429,0,0,0,0,0,0,0,0,0,0.571428571
ES_35_0270,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0275,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0288,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0297,9,0.932885906,0,0,0,0,0,0,0,0,0,0.067114094
ES_35_0300,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0313,9,0.784946237,0.215053763,0,0,0,0,0,0,0,0,0
ES_35_0316,9,0.8,0.2,0,0,0,0,0,0,0,0,0
ES_35_0334,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0338,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0345,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0351,9,0.732142857,0,0,0,0,0,0,0,0,0,0.267857143
ES_35_0405,9,0,0,0,0,0.166666667,0,0,0,0,0,0.833333333
ES_35_0445,9,0.908163265,0.071428571,0,0,0,0,0,0,0,0,0.020408163
ES_35_0446,9,0.925,0,0,0,0.025,0,0,0,0,0,0.05
ES_35_0465,9,0.815789474,0.105263158,0,0,0,0,0,0,0,0,0.078947368
ES_35_0466,9,0.853658537,0.048780488,0,0,0,0,0,0,0,0,0.097560976
ES_35_0474,9,0.979381443,0,0,0,0,0,0,0,0,0,0.020618557
ES_35_0489,9,0.631578947,0,0,0,0.342105263,0,0,0,0,0,0.026315789
ES_35_0501,9,0.903225806,0,0,0,0,0,0,0.064516129,0,0,0.032258065
ES_35_0505,9,0.52,0,0,0,0,0,0,0.37,0,0,0.11
ES_35_0525,9,0.808988764,0,0,0,0,0,0,0,0,0,0.191011236
ES_35_0533,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0550,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0551,9,0.945054945,0,0,0,0,0,0,0,0,0,0.054945055
ES_35_0560,9,0.872881356,0,0,0,0,0,0,0,0,0,0.127118644
ES_35_0649,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_0930,9,0.863636364,0,0,0,0,0,0,0,0,0,0.136363636
ES_35_0938,9,0.272727273,0.045454545,0,0,0.363636364,0,0,0,0,0,0.318181818
ES_35_0942,9,0.2,0,0,0,0,0,0,0,0,0,0.8
ES_35_1042,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_1138,9,0.422222222,0,0,0,0,0,0,0.577777778,0,0,0
ES_35_1143,9,0.67816092,0,0,0,0,0,0,0,0,0,0.32183908
ES_35_1165,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1201,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1209,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1214,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1218,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1222,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1224,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1238,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1316,7,1,0,0,0,0,0,0,0,0,0,0
ES_35_1439,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1508,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_1628,9,0,0,0,0,0,0,0,0,0,0,1
ES_35_1630,9,0.996865204,0,0,0,0,0,0,0,0,0,0.003134796
ES_35_1706,9,0.922455574,0,0.025848142,0,0,0,0,0,0,0,0.051696284
ES_35_1709,9,0.675675676,0,0,0,0,0,0,0,0,0,0.324324324
ES_35_1713,9,0.837209302,0,0,0,0,0,0,0,0,0,0.162790698
ES_35_1749,9,0.981132075,0.018867925,0,0,0,0,0,0,0,0,0
ES_35_1753,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_1762,9,0.870588235,0,0,0,0,0,0,0,0,0,0.129411765
ES_35_1772,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_1783,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1795,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_1796,9,1,0,0,0,0,0,0,0,0,0,0
ES_35_1799,9,0.745098039,0,0.254901961,0,0,0,0,0,0,0,0
ES_35_1828,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1838,2,1,0,0,0,0,0,0,0,0,0,0
ES_35_1854,9,1,0,0,0,0,0,0,0,0,0,0
ESF034,10,0,0.245243129,0,0,0,0,0.057082452,0.241014799,0.384778013,0.054968288,0.016913319
ESF053,10,0,0.189944134,0,0,0,0,0,0.022346369,0.631284916,0.150837989,0.005586592
ESF111,10,0,0.003759398,0,0,0,0,0,0.131578947,0.748120301,0.116541353,0
ESF194,10,0,0,0,0,0,0,0,0.158031088,0.841968912,0,0
ESF199,10,0,0.042471042,0,0,0,0,0,0.185328185,0.691119691,0,0.081081081
ESF205,10,0,0.007462687,0,0,0,0,0,0.029850746,0.940298507,0,0.02238806
ESF311,10,0,0,0,0,0,0,0,0.116504854,0.883495146,0,0
ESRB014,8,0,1,0,0,0,0,0,0,0,0,0
ESRB110,8,0,0,0,0,0.547169811,0,0,0.452830189,0,0,0
ESRB137,8,0,0,0,0,1,0,0,0,0,0,0
ESRB151,8,0,0,0,0,0.363636364,0,0,0.636363636,0,0,0
ESRB152,7,1,0,0,0,0,0,0,0,0,0,0
EW12676,1,1,0,0,0,0,0,0,0,0,0,0
EW13526,11,0.734375,0.265625,0,0,0,0,0,0,0,0,0
EW594,11,0,0.230769231,0.307692308,0,0,0,0,0,0,0,0.461538462
EW8624,11,1,0,0,0,0,0,0,0,0,0,0
EW894,11,0.222222222,0.166666667,0.333333333,0,0,0,0,0,0.166666667,0,0.111111111
FI_1,12,0.6,0,0.352380952,0,0,0,0,0,0,0.047619048,0
FI_108,5,0.157894737,0.368421053,0.473684211,0,0,0,0,0,0,0,0
FI_109,13,0.543103448,0.163793103,0.284482759,0,0,0,0,0,0.00862069,0,0
FI_110,13,0.180645161,0.083870968,0.490322581,0,0,0,0,0,0,0,0.24516129
FI_111,13,0.669811321,0.254716981,0.066037736,0,0,0,0,0,0,0.009433962,0
FI_112,13,0.45,0.2125,0.325,0,0,0,0,0,0,0.0125,0
FI_113,5,0.471698113,0.254716981,0.254716981,0,0,0,0,0,0,0.018867925,0
FI_114,5,0.494382022,0.101123596,0.404494382,0,0,0,0,0,0,0,0
FI_115,13,0.693333333,0.24,0.066666667,0,0,0,0,0,0,0,0
FI_116,5,0.619565217,0.315217391,0.02173913,0,0,0,0,0,0.02173913,0.02173913,0
FI_117,5,0.669064748,0.179856115,0.151079137,0,0,0,0,0,0,0,0
FI_2,14,0.984126984,0,0,0,0,0,0,0,0,0.015873016,0
FI_24,13,0.363636364,0,0.409090909,0,0,0,0,0,0,0,0.227272727
FI_25,13,0.025316456,0,0.953586498,0,0,0,0,0,0,0.008438819,0.012658228
FI_259,12,0.810526316,0.094736842,0.094736842,0,0,0,0,0,0,0,0
FI_26,5,0.146341463,0,0.341463415,0,0,0,0,0,0.048780488,0,0.463414634
FI_260,12,0.50887574,0.183431953,0.278106509,0,0,0,0,0,0,0.029585799,0
FI_262,12,0.446808511,0.042553191,0.468085106,0,0,0,0,0,0,0.042553191,0
FI_264,12,0.929824561,0,0.070175439,0,0,0,0,0,0,0,0
FI_266,12,0.44137931,0,0.524137931,0,0,0,0,0,0.027586207,0.006896552,0
FI_268,12,0.911764706,0,0.058823529,0,0,0,0,0,0,0.029411765,0
FI_270,12,0.823529412,0,0.088235294,0,0,0,0,0,0,0.088235294,0
FI_272,12,0.846153846,0,0,0,0,0,0,0,0,0,0.153846154
FI_274,12,0.72,0,0.24,0,0,0,0,0,0,0.04,0
FI_276,12,0.948387097,0,0.04516129,0,0,0,0,0,0,0.006451613,0
FI_278,12,0.936170213,0,0.063829787,0,0,0,0,0,0,0,0
FI_280,5,1,0,0,0,0,0,0,0,0,0,0
FI_282,5,0.422535211,0,0.549295775,0,0,0,0,0,0,0.028169014,0
FI_284,5,0.941860465,0,0.046511628,0,0,0,0,0,0,0.011627907,0
FI_286,13,0.977272727,0,0,0,0,0,0,0,0,0.022727273,0
FI_288,5,1,0,0,0,0,0,0,0,0,0,0
FI_290,5,0.790697674,0,0.162790698,0,0,0,0,0,0,0.046511628,0
FI_292,14,0.968421053,0,0.010526316,0,0,0,0,0,0,0.021052632,0
FI_294,14,0.92920354,0,0.07079646,0,0,0,0,0,0,0,0
FI_296,14,0.979591837,0,0,0,0,0,0,0,0,0.020408163,0
FI_298,14,1,0,0,0,0,0,0,0,0,0,0
FI_3,14,0.972222222,0,0,0,0,0,0,0,0,0.027777778,0
FI_300,14,0.953488372,0,0.023255814,0,0,0,0,0,0,0.023255814,0
FI_302,14,0.905882353,0,0.047058824,0,0,0,0,0,0,0.047058824,0
FI_304,14,0.942307692,0,0,0,0,0,0,0,0,0.057692308,0
FI_305,14,1,0,0,0,0,0,0,0,0,0,0
FI_306,14,1,0,0,0,0,0,0,0,0,0,0
FI_307,14,0.866666667,0,0.033333333,0,0,0,0,0,0,0.1,0
FI_308,14,0.954545455,0,0.045454545,0,0,0,0,0,0,0,0
FI_309,14,0.966666667,0,0.033333333,0,0,0,0,0,0,0,0
FI_310,14,0.95,0,0.05,0,0,0,0,0,0,0,0
FI_311,14,0.9,0,0.033333333,0,0,0,0,0,0,0.066666667,0
FI_312,14,0.8,0,0.033333333,0,0,0,0,0,0,0.166666667,0
FI_313,14,0.962962963,0,0.037037037,0,0,0,0,0,0,0,0
FI_314,14,0.909090909,0,0.060606061,0,0,0,0,0,0,0.03030303,0
FI_315,5,0.64,0,0.36,0,0,0,0,0,0,0,0
FI_316,5,0.916666667,0,0.083333333,0,0,0,0,0,0,0,0
FI_317,5,1,0,0,0,0,0,0,0,0,0,0
FI_318,5,1,0,0,0,0,0,0,0,0,0,0
FI_319,5,0.785714286,0,0,0,0,0,0,0,0,0.214285714,0
FI_320,5,0.947368421,0,0,0,0,0,0,0,0.052631579,0,0
FI_322,14,0.571428571,0,0,0,0,0,0,0,0.285714286,0.142857143,0
FI_323,14,0.833333333,0,0,0,0,0,0,0,0.055555556,0,0.111111111
FI_324,14,0.086956522,0,0.884057971,0,0,0,0,0,0.014492754,0,0.014492754
FI_325,5,1,0,0,0,0,0,0,0,0,0,0
FI_326,5,1,0,0,0,0,0,0,0,0,0,0
FI_327,5,1,0,0,0,0,0,0,0,0,0,0
FI_328,5,0.912280702,0,0.087719298,0,0,0,0,0,0,0,0
FI_329,5,1,0,0,0,0,0,0,0,0,0,0
FI_352,5,0.396226415,0,0.113207547,0,0,0,0.490566038,0,0,0,0
FI_353,5,0.735849057,0,0.075471698,0,0,0,0.188679245,0,0,0,0
FI_354,5,0.153846154,0,0.282051282,0,0,0,0.564102564,0,0,0,0
FI_355,5,0.318181818,0,0.045454545,0,0,0,0.636363636,0,0,0,0
FI_363,13,0.208333333,0,0.020833333,0,0,0,0.770833333,0,0,0,0
FI_364,13,0.714285714,0,0.238095238,0,0,0,0.047619048,0,0,0,0
FI_365,13,0.263803681,0,0.699386503,0,0,0,0.036809816,0,0,0,0
FI_5,5,0.322033898,0,0.152542373,0,0,0,0.525423729,0,0,0,0
FI_53,13,0.972222222,0,0,0,0,0,0.027777778,0,0,0,0
FI_544,14,0,0,0,0,0,0,0.95,0,0,0.05,0
FI_545,14,0,0,0.125,0,0,0,0.875,0,0,0,0
FI_547,14,0,0,0,0,0,0,1,0,0,0,0
FI_548,14,0.0625,0,0.25,0,0,0,0.6875,0,0,0,0
FI_549,14,0,0,0,0,0,0,1,0,0,0,0
FI_550,14,0,0,0.076923077,0,0,0,0.923076923,0,0,0,0
FI_551,14,0,0,0,0,0,0,1,0,0,0,0
FI_559,14,0,0,0,0,0,0,1,0,0,0,0
FI_561,5,0,0,0,0,0,0,1,0,0,0,0
FI_562,5,0,0,0,0,0,0,1,0,0,0,0
FI_563,14,0.05,0,0.05,0,0,0,0.9,0,0,0,0
FI_564,5,0,0,0.25,0,0,0,0.333333333,0,0,0,0.416666667
FI_565,14,0,0,0.105263158,0,0,0,0.894736842,0,0,0,0
FI_566,5,0,0,0,0,0,0,1,0,0,0,0
FI_7,14,0.224489796,0,0.775510204,0,0,0,0,0,0,0,0
GdDv0790,2,0.967532468,0,0.032467532,0,0,0,0,0,0,0,0
GdHr0790,2,0.821428571,0,0.178571429,0,0,0,0,0,0,0,0
GR010130002,7,1,0,0,0,0,0,0,0,0,0,0
GR010130003,7,0.019230769,0.442307692,0,0,0,0.538461538,0,0,0,0,0
GR010130013,7,1,0,0,0,0,0,0,0,0,0,0
GR010130019,7,1,0,0,0,0,0,0,0,0,0,0
GR010130028,8,0.014705882,0.205882353,0.602941176,0,0,0.176470588,0,0,0,0,0
GR040260011,7,1,0,0,0,0,0,0,0,0,0,0
GR040260015,7,0.965517241,0.034482759,0,0,0,0,0,0,0,0,0
GR040260016,7,0.884615385,0.115384615,0,0,0,0,0,0,0,0,0
GR040260022,7,0.092063492,0.796825397,0.003174603,0,0,0.107936508,0,0,0,0,0
GR040260023,7,0.067039106,0.346368715,0.273743017,0.067039106,0,0.162011173,0,0,0,0.083798883,0
GR040260025,7,1,0,0,0,0,0,0,0,0,0,0
GR040260026,7,1,0,0,0,0,0,0,0,0,0,0
GR040260029,7,1,0,0,0,0,0,0,0,0,0,0
GR040260030,7,0,0.188034188,0.52991453,0.017094017,0,0,0,0,0,0.264957265,0
GR040260031,7,0.1015625,0.8359375,0,0,0,0.0546875,0,0,0,0.0078125,0
GR040260033,7,1,0,0,0,0,0,0,0,0,0,0
GR040260034,7,1,0,0,0,0,0,0,0,0,0,0
GR040260039,7,1,0,0,0,0,0,0,0,0,0,0
GR040260046,7,1,0,0,0,0,0,0,0,0,0,0
GR040260049,7,0.49382716,0.308641975,0.067901235,0,0,0.12962963,0,0,0,0,0
GR040260051,7,0.814655172,0.13362069,0.012931034,0,0,0.038793103,0,0,0,0,0
GR040260054,7,0.244604317,0.712230216,0.007194245,0,0,0.035971223,0,0,0,0,0
GR040260057,7,1,0,0,0,0,0,0,0,0,0,0
GR040260058,7,0.5,0,0,0,0,0,0,0,0,0.5,0
GR040260060,7,0.233333333,0.766666667,0,0,0,0,0,0,0,0,0
GR040260061,7,0.031390135,0.322869955,0.408071749,0.02690583,0,0.013452915,0,0,0,0.197309417,0
GR050210003,7,1,0,0,0,0,0,0,0,0,0,0
GR050210005,7,0,0.854166667,0,0,0,0.145833333,0,0,0,0,0
GR050210012,7,0,0.660493827,0.179012346,0,0,0.160493827,0,0,0,0,0
GR050210014,7,0.9375,0.0625,0,0,0,0,0,0,0,0,0
GR050210015,7,0.8,0.2,0,0,0,0,0,0,0,0,0
GR050210016,7,0.9,0.1,0,0,0,0,0,0,0,0,0
GR050210019,7,1,0,0,0,0,0,0,0,0,0,0
GR050210021,7,0,0.358834244,0.194899818,0,0,0.446265938,0,0,0,0,0
GR050210024,7,0.024038462,0.189903846,0.125,0,0,0.661057692,0,0,0,0,0
GR050210033,7,0,0.964285714,0.035714286,0,0,0,0,0,0,0,0
GR050910002,7,1,0,0,0,0,0,0,0,0,0,0
GR050910007,7,0.476056338,0.495774648,0.025352113,0,0,0,0,0,0,0,0.002816901
GR050910008,7,0.321428571,0.5,0.035714286,0,0,0,0,0,0,0,0.142857143
GR050910010,7,0.975903614,0,0,0,0,0,0,0,0,0,0.024096386
GR050910012,7,0.747514911,0.248508946,0.003976143,0,0,0,0,0,0,0,0
GR090200003,7,0.413793103,0,0.586206897,0,0,0,0,0,0,0,0
IR12C030200,11,0.993055556,0,0,0,0,0,0,0,0,0,0.006944444
IR12D030200,11,0.184931507,0.075342466,0.602739726,0,0,0,0,0,0,0,0.136986301
IR12U010200,11,0.989361702,0,0,0,0,0,0,0,0,0,0.010638298
IR13D010350,11,0.724137931,0.022988506,0,0.011494253,0,0,0,0,0,0,0.24137931
IR15G010200,1,0.923664122,0.022900763,0,0,0,0,0,0,0,0,0.053435115
IR15N020100,11,0.96875,0,0,0,0,0,0,0,0,0,0.03125
IR16A020600,1,0.971014493,0.02173913,0,0,0,0,0,0,0,0,0.007246377
IR16N010100,11,0.9669967,0,0,0,0,0,0,0,0,0,0.0330033
IR17C010250,1,0.966292135,0,0,0.011235955,0,0,0,0,0,0,0.02247191
IR19L030100,11,0.842105263,0,0,0,0,0,0,0,0.052631579,0,0.105263158
IR19M010600,11,0.947089947,0.026455026,0,0,0,0,0,0,0,0,0.026455026
IR22F020300,1,0.934579439,0,0,0,0,0,0,0,0,0,0.065420561
IR22M010700,1,0.619318182,0,0.028409091,0.051136364,0,0,0,0,0,0,0.301136364
IR22O030400,11,0.608695652,0,0.173913043,0,0,0,0,0,0,0,0.217391304
IR22S010100,1,0.948497854,0,0,0,0,0,0,0,0,0,0.051502146
IR23F010500,11,0.79389313,0,0.160305344,0,0,0,0,0,0,0,0.045801527
IR23S020700,11,0.86407767,0,0.097087379,0,0,0,0,0,0,0,0.038834951
IR25B100100,11,0.902325581,0.060465116,0.004651163,0,0,0,0,0,0,0,0.03255814
IR25G040025,11,0.97752809,0,0,0,0,0,0,0,0,0,0.02247191
IR25G210010,11,1,0,0,0,0,0,0,0,0,0,0
IR25L010200,13,0.355932203,0.016949153,0.576271186,0,0,0,0,0,0,0,0.050847458
IR25S020700,13,0.914893617,0.085106383,0,0,0,0,0,0,0,0,0
IR26M020500,1,0.852941176,0.073529412,0,0,0,0,0,0,0,0,0.073529412
IR26S020500,15,0.079470199,0.059602649,0,0,0,0,0,0,0.033112583,0,0.82781457
IR26S070300,1,0.004694836,0.018779343,0.112676056,0,0,0,0,0,0.056338028,0,0.807511737
IR26S071100,13,0.003372681,0.114671164,0.038785835,0,0,0,0,0,0.015177066,0,0.827993255
IR27G020600,11,0.574850299,0.005988024,0,0,0,0,0,0,0,0,0.419161677
IR32B030100,11,1,0,0,0,0,0,0,0,0,0,0
IR32G030100,11,0.961538462,0,0,0,0,0,0,0,0,0,0.038461538
IR33B010100,11,0.955932203,0,0,0,0,0,0,0,0,0,0.044067797
IR33G010100,13,0.876623377,0,0,0.025974026,0,0,0,0,0,0,0.097402597
IR34B080400,11,0.988505747,0,0,0,0,0,0,0,0,0,0.011494253
IR34C050030,13,0.97826087,0,0,0,0,0,0,0,0,0,0.02173913
IR34M020050,11,0.979651163,0,0,0,0,0,0,0,0,0,0.020348837
IR36A021400,11,0.022690438,0.142625608,0,0,0,0,0,0,0.012965964,0,0.82171799
IR36D020150,15,0.088888889,0.011111111,0,0,0,0,0,0,0.011111111,0,0.888888889
IR36S010300,15,0.943181818,0,0,0,0,0,0,0,0,0,0.056818182
IR36W030700,15,0.784,0,0.12,0,0,0,0,0,0,0,0.096
IR38C060100,15,1,0,0,0,0,0,0,0,0,0,0
IR39G050100,15,1,0,0,0,0,0,0,0,0,0,0
IR39S020050,15,0.962962963,0,0,0,0,0,0,0,0,0,0.037037037
IRCFB023,15,0.9,0,0.1,0,0,0,0,0,0,0,0
IRCFB024,15,0.826086957,0,0.173913043,0,0,0,0,0,0,0,0
IRCFB027,15,0.9,0,0,0,0,0,0,0,0,0,0.1
IRCFB028,15,0.6,0,0.4,0,0,0,0,0,0,0,0
IRCFB029,15,0.210526316,0,0,0,0,0,0,0,0,0,0.789473684
IRCFB033,15,1,0,0,0,0,0,0,0,0,0,0
IRCFB035,15,0.852941176,0,0.132352941,0,0,0,0,0,0,0,0.014705882
IRCFB037,15,0.955555556,0,0.044444444,0,0,0,0,0,0,0,0
IRCFB044,11,0.95398773,0,0,0,0,0,0,0,0,0,0.04601227
IRCFB046,11,0.995495495,0,0,0,0,0,0,0,0,0,0.004504505
IRCFB048,11,0.86,0,0.08,0,0,0,0,0,0,0,0.06
IRCFB049,11,0.985714286,0,0,0,0,0,0,0,0,0,0.014285714
IRCFB050,11,0.994974874,0,0,0,0,0,0,0,0,0,0.005025126
IRCFB051,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB053,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB064,11,0.848484848,0,0,0,0,0,0,0,0,0,0.151515152
IRCFB065,1,0.685714286,0.142857143,0,0,0,0,0,0,0.028571429,0,0.142857143
IRCFB067,11,0.924242424,0,0,0,0,0,0,0,0,0,0.075757576
IRCFB075,11,0.683673469,0,0.030612245,0,0,0,0,0,0,0,0.285714286
IRCFB076,11,0.942857143,0,0,0,0,0,0,0,0,0,0.057142857
IRCFB079,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB080,11,0.967213115,0,0,0,0,0,0,0,0,0,0.032786885
IRCFB081,11,0.964566929,0,0,0,0,0,0,0,0,0,0.035433071
IRCFB082,1,0.978290366,0,0,0,0,0,0,0,0,0,0.021709634
IRCFB083,1,0.973333333,0,0,0,0,0,0,0,0,0,0.026666667
IRCFB085,11,0.941860465,0,0,0,0,0,0,0,0,0,0.058139535
IRCFB086,11,0.945454545,0,0,0,0,0,0,0,0,0,0.054545455
IRCFB094,11,0.919254658,0.01242236,0,0,0,0,0,0,0,0,0.068322981
IRCFB097,1,0.947368421,0.018796992,0,0,0,0,0,0,0,0,0.033834586
IRCFB098,11,0.825714286,0.105714286,0.002857143,0,0,0,0,0,0,0,0.065714286
